,Animals,Diet,Type,Length
8224,Sira tanager,Herbivore,Bird,1858
8225,Sirkeer malkoha,Carnivore,Bird,11818
8226,Sjöstedt's barred owlet,Carnivore,Bird,4387
8227,Sjöstedt's greenbul,Herbivore,Bird,2606
8228,Sladen's barbet,Omnivore,Bird,1314
8229,Slate-colored antbird,Carnivore,Bird,1884
8230,Slate-colored boubou,Carnivore,Bird,5360
8231,Slate-colored fox sparrow,Omnivore,Bird,8644
8232,Slate-colored hawk,Carnivore,Bird,2786
8233,Slate-colored solitaire,Herbivore,Bird,1950
8234,Slate-coloured grosbeak,Omnivore,Bird,5185
8235,Slate-coloured seedeater,Herbivore,Bird,1523
8236,Slate-throated gnatcatcher,Carnivore,Bird,3858
8237,Slate-throated whitestart,Carnivore,Bird,4099
8238,Slaty antwren,Carnivore,Bird,3187
8239,Slaty becard,Carnivore,Bird,2661
8240,Slaty bristlefront,Carnivore,Bird,5089
8241,Slaty brushfinch,Omnivore,Bird,1594
8242,Slaty bunting,Omnivore,Bird,1736
8243,Slaty cuckooshrike,Carnivore,Bird,1230
8244,Slaty egret,Carnivore,Bird,7567
8245,Slaty elaenia,Carnivore,Bird,1087
8246,Slaty flowerpiercer,Omnivore,Bird,3202
8247,Slaty gnateater,Carnivore,Bird,4754
8248,Slaty monarch,Carnivore,Bird,1961
8249,Slaty robin,Carnivore,Bird,4675
8250,Slaty spinetail,Carnivore,Bird,3029
8251,Slaty tanager,Carnivore,Bird,1366
8252,Slaty vireo,Carnivore,Bird,1444
8253,Slaty-backed chat-tyrant,Carnivore,Bird,2162
8254,Slaty-backed flycatcher,Omnivore,Bird,3071
8255,Slaty-backed forest falcon,Carnivore,Bird,6438
8256,Slaty-backed forktail,Carnivore,Bird,15282
8257,Slaty-backed gull,Carnivore,Bird,4591
8258,Slaty-backed hemispingus,Carnivore,Bird,1297
8259,Slaty-backed jungle flycatcher,Carnivore,Bird,2304
8260,Slaty-backed nightingale-thrush,Omnivore,Bird,2840
8261,Slaty-backed thornbill,Carnivore,Bird,1235
8262,Slaty-backed thrush,Carnivore,Bird,1062
8263,Slaty-bellied tesia,Carnivore,Bird,1524
8264,Slaty-blue flycatcher,Carnivore,Bird,1700
8265,Slaty-breasted rail,Omnivore,Bird,3429
8266,Slaty-breasted tinamou,Herbivore,Bird,7955
8267,Slaty-breasted wood rail,Omnivore,Bird,4466
8268,Slaty-capped flycatcher,Carnivore,Bird,3735
8269,Slaty-capped shrike-vireo,Carnivore,Bird,1829
8270,Slaty-crowned antpitta,Carnivore,Bird,1505
8271,Slaty-headed longbill,Omnivore,Bird,1185
8272,Slaty-headed tody-flycatcher,Carnivore,Bird,2244
8273,Slaty-legged crake,Omnivore,Bird,3413
8274,Slaty-mantled goshawk,Carnivore,Bird,1420
8275,Slaty-tailed trogon,Herbivore,Bird,7018
8276,Slaty-winged foliage-gleaner,Carnivore,Bird,7957
8277,Slender antbird,Carnivore,Bird,2339
8278,Slender sheartail,Herbivore,Bird,5108
8279,Slender-billed babbler,Carnivore,Bird,2786
8280,Slender-billed crow,Omnivore,Bird,2007
8281,Slender-billed curlew,Carnivore,Bird,15687
8282,Slender-billed finch,Carnivore,Bird,6118
8283,Slender-billed flufftail,Omnivore,Bird,1277
8284,Slender-billed greenbul,Herbivore,Bird,4886
8285,Slender-billed gull,Carnivore,Bird,5279
8286,Slender-billed inezia,Carnivore,Bird,1532
8287,Slender-billed kite,Carnivore,Bird,5918
8288,Slender-billed miner,Carnivore,Bird,5566
8289,Slender-billed oriole,Herbivore,Bird,1911
8290,Slender-billed parakeet,Herbivore,Bird,6417
8291,Slender-billed prion,Carnivore,Bird,9970
8292,Slender-billed scimitar babbler,Omnivore,Bird,2831
8293,Slender-billed starling,Herbivore,Bird,2129
8294,Slender-billed thornbill,Carnivore,Bird,6398
8295,Slender-billed vulture,Scavenger,Bird,8229
8296,Slender-billed weaver,Carnivore,Bird,1557
8297,Slender-billed white-eye,Omnivore,Bird,1546
8298,Slender-billed xenops,Carnivore,Bird,7149
8299,Slender-footed tyrannulet,Carnivore,Bird,2203
8300,Slender-tailed nightjar,Carnivore,Bird,1174
8301,Slender-tailed woodstar,Herbivore,Bird,6025
8302,Small ground finch,Herbivore,Bird,10390
8303,Small Lifou white-eye,Omnivore,Bird,1090
8304,Small minivet,Carnivore,Bird,2908
8305,Small niltava,Carnivore,Bird,2862
8306,Small pratincole,Carnivore,Bird,3028
8307,Small tree finch,Omnivore,Bird,6429
8308,Small-billed elaenia,Carnivore,Bird,1780
8309,Small-billed tinamou,Herbivore,Bird,4867
8310,Small-headed elaenia,Omnivore,Bird,1537
8311,Smew,Carnivore,Bird,9057
8312,Smith's longspur,Herbivore,Bird,7546
8313,Smoke-colored pewee,Carnivore,Bird,11535
8314,Smoky bush tyrant,Carnivore,Bird,1177
8315,Smoky robin,Carnivore,Bird,2930
8316,Smoky warbler,Carnivore,Bird,1233
8317,Smoky-brown woodpecker,Carnivore,Bird,12165
8318,Smoky-fronted tody-flycatcher,Carnivore,Bird,1449
8319,Smooth-billed ani,Carnivore,Bird,9150
8320,Snail kite,Carnivore,Bird,13603
8321,Snares penguin,Carnivore,Bird,16846
8322,Snares snipe,Carnivore,Bird,8633
8323,Snethlage's tody-tyrant,Carnivore,Bird,1405
8324,Snoring rail,Carnivore,Bird,14510
8325,Snow bunting,Herbivore,Bird,35002
8326,Snow goose,Herbivore,Bird,23869
8327,Snow Mountain quail,Herbivore,Bird,3655
8328,Snow Mountains robin,Carnivore,Bird,1106
8329,Snow partridge,Herbivore,Bird,12258
8330,Snow petrel,Carnivore,Bird,16493
8331,Snow pigeon,Herbivore,Bird,5379
8332,Snowcap,Herbivore,Bird,7393
8333,Snow-capped manakin,Omnivore,Bird,2058
8334,Snowy cotinga,Herbivore,Bird,3185
8335,Snowy egret,Carnivore,Bird,11935
8336,Snowy owl,Carnivore,Bird,205055
8337,Snowy plover,Carnivore,Bird,44624
8338,Snowy sheathbill,Omnivore,Bird,9025
8339,Snowy-bellied hummingbird,Herbivore,Bird,10696
8340,Snowy-browed flycatcher,Carnivore,Bird,2023
8341,Snowy-cheeked laughingthrush,Omnivore,Bird,3188
8342,Snowy-crowned robin-chat,Carnivore,Bird,1736
8343,Snowy-crowned tern,Carnivore,Bird,7698
8344,Snowy-throated babbler,Carnivore,Bird,1448
8345,Snowy-throated kingbird,Omnivore,Bird,1487
8346,Sociable lapwing,Carnivore,Bird,10746
8347,Sociable weaver,Omnivore,Bird,17863
8348,Social flycatcher,Carnivore,Bird,8225
8349,Society kingfisher,Carnivore,Bird,6973
8350,Socorro dove,Herbivore,Bird,19503
8351,Socorro mockingbird,Omnivore,Bird,10874
8352,Socorro wren,Carnivore,Bird,4448
8353,Socotra bunting,Herbivore,Bird,1389
8354,Socotra buzzard,Carnivore,Bird,5674
8355,Socotra cisticola,Carnivore,Bird,1248
8356,Socotra cormorant,Carnivore,Bird,5214
8357,Socotra golden-winged grosbeak,Herbivore,Bird,3304
8358,Socotra scops owl,Carnivore,Bird,4274
8359,Socotra sparrow,Herbivore,Bird,3941
8360,Socotra starling,Omnivore,Bird,2464
8361,Socotra sunbird,Omnivore,Bird,1273
8362,Socotra warbler,Carnivore,Bird,2520
8363,Soft-plumaged petrel,Carnivore,Bird,3416
8364,Sokoke pipit,Carnivore,Bird,1674
8365,Sokoke scops owl,Carnivore,Bird,8058
8366,Solitary cacique,Carnivore,Bird,4684
8367,Solitary eagle,Carnivore,Bird,4877
8368,Solitary sandpiper,Carnivore,Bird,6333
8369,Solitary snipe,Carnivore,Bird,3913
8370,Solitary tinamou,Herbivore,Bird,10590
8371,Solomons cockatoo,Herbivore,Bird,3473
8372,Solomons cuckooshrike,Carnivore,Bird,1234
8373,Solomons frogmouth,Carnivore,Bird,3690
8374,Solomons monarch,Carnivore,Bird,2712
8375,Solomons nightjar,Carnivore,Bird,3296
8376,Solomons white-eye,Omnivore,Bird,2733
8377,Somali bee-eater,Carnivore,Bird,3214
8378,Somali bunting,Herbivore,Bird,1108
8379,Somali courser,Carnivore,Bird,1701
8380,Somali crombec,Carnivore,Bird,1836
8381,Somali crow,Carnivore,Bird,2221
8382,Somali fiscal,Carnivore,Bird,3305
8383,Somali golden-winged grosbeak,Herbivore,Bird,3768
8384,Somali lark,Omnivore,Bird,3297
8385,Somali ostrich,Herbivore,Bird,8276
8386,Somali pigeon,Herbivore,Bird,6234
8387,Somali short-toed lark,Omnivore,Bird,2898
8388,Somali sparrow,Herbivore,Bird,2035
8389,Somali starling,Omnivore,Bird,1656
8390,Somali thrush,Omnivore,Bird,1968
8391,Somali wheatear,Carnivore,Bird,1076
8392,Sombre greenbul,Herbivore,Bird,11727
8393,Sombre hummingbird,Herbivore,Bird,7553
8394,Sombre kingfisher,Carnivore,Bird,2761
8395,Sombre nightjar,Carnivore,Bird,1074
8396,Sombre pigeon,Herbivore,Bird,1799
8397,Sombre rock chat,Carnivore,Bird,2826
8398,Sombre tit,Carnivore,Bird,3390
8399,Song parrot,Herbivore,Bird,1886
8400,Song sparrow,Omnivore,Bird,30457
8401,Song thrush,Omnivore,Bird,40653
8402,Song wren,Carnivore,Bird,7052
8403,Sooretama slaty antshrike,Carnivore,Bird,2023
8404,Sooty albatross,Carnivore,Bird,15307
8405,Sooty ant tanager,Carnivore,Bird,3193
8406,Sooty antbird,Carnivore,Bird,4083
8407,Sooty babbler,Carnivore,Bird,1371
8408,Sooty barbet,Herbivore,Bird,1553
8409,Sooty barbthroat,Herbivore,Bird,10448
8410,Sooty bushtit,Carnivore,Bird,1294
8411,Sooty chat,Carnivore,Bird,2238
8412,Sooty falcon,Carnivore,Bird,10291
8413,Sooty flycatcher,Carnivore,Bird,1481
8414,Sooty fox sparrow,Omnivore,Bird,7725
8415,Sooty grassquit,Herbivore,Bird,1637
8416,Sooty grouse,Herbivore,Bird,6565
8417,Sooty gull,Omnivore,Bird,4918
8418,Sooty honeyeater,Omnivore,Bird,2391
8419,Sooty myzomela,Herbivore,Bird,1020
8420,Sooty oystercatcher,Carnivore,Bird,7491
8421,Sooty shearwater,Carnivore,Bird,21533
8422,Sooty shrikethrush,Carnivore,Bird,2742
8423,Sooty swift,Carnivore,Bird,5455
8424,Sooty tern,Carnivore,Bird,16758
8425,Sooty thicket fantail,Carnivore,Bird,2820
8426,Sooty thrush,Omnivore,Bird,2823
8427,Sooty tyrannulet,Carnivore,Bird,2283
8428,Sooty-capped babbler,Carnivore,Bird,1609
8429,Sooty-capped hermit,Herbivore,Bird,6787
8430,Sooty-capped puffbird,Carnivore,Bird,5790
8431,Sooty-crowned flycatcher,Carnivore,Bird,1338
8432,Sooty-faced finch,Carnivore,Bird,1488
8433,Sooty-fronted spinetail,Carnivore,Bird,1439
8434,Sooty-headed bulbul,Herbivore,Bird,5521
8435,Sooty-headed tyrannulet,Omnivore,Bird,1691
8436,Sooty-headed wren,Carnivore,Bird,5179
8437,Souimanga sunbird,Omnivore,Bird,10198
8438,South African cliff swallow,Carnivore,Bird,2973
8439,South African shelduck,Herbivore,Bird,6524
8440,South American painted-snipe,Omnivore,Bird,3073
8441,South American tern,Carnivore,Bird,4471
8442,South Georgia diving petrel,Carnivore,Bird,8627
8443,South Georgia pipit,Carnivore,Bird,4141
8444,South Island kōkako,Herbivore,Bird,13154
8445,South Island oystercatcher,Carnivore,Bird,5014
8446,South Island robin,Carnivore,Bird,20203
8447,South Island saddleback,Carnivore,Bird,8522
8448,South Melanesian cuckooshrike,Carnivore,Bird,5354
8449,South Moluccan pitta,Carnivore,Bird,1192
8450,South Pare white-eye,Omnivore,Bird,2702
8451,South polar skua,Carnivore,Bird,4885
8452,Southern antpipit,Carnivore,Bird,2728
8453,Southern bald ibis,Carnivore,Bird,19217
8454,Southern banded snake eagle,Carnivore,Bird,4987
8455,Southern beardless tyrannulet,Carnivore,Bird,6252
8456,Southern bentbill,Carnivore,Bird,1139
8457,Southern black flycatcher,Carnivore,Bird,5585
8458,Southern black korhaan,Omnivore,Bird,13824
8459,Southern black tit,Carnivore,Bird,8333
8460,Southern boubou,Carnivore,Bird,8317
8461,Southern bristle tyrant,Carnivore,Bird,1808
8462,Southern brown kiwi,Carnivore,Bird,10995
8463,Southern brown-throated weaver,Herbivore,Bird,1666
8464,Southern carmine bee-eater,Carnivore,Bird,4428
8465,Southern cassowary,Herbivore,Bird,21707
8466,Southern chestnut-tailed antbird,Carnivore,Bird,3202
8467,Southern citril,Herbivore,Bird,2969
8468,Southern double-collared sunbird,Omnivore,Bird,4405
8469,Southern emu-wren,Carnivore,Bird,10465
8470,Southern fiscal,Carnivore,Bird,11175
8471,Southern fulmar,Carnivore,Bird,11702
8472,Southern giant petrel,Omnivore,Bird,20030
8473,Southern grey-headed sparrow,Herbivore,Bird,2014
8474,Southern grosbeak-canary,Herbivore,Bird,2525
8475,Southern ground hornbill,Carnivore,Bird,31621
8476,Southern hill myna,Herbivore,Bird,3999
8477,Southern hyliota,Carnivore,Bird,1638
8478,Southern lapwing,Carnivore,Bird,10365
8479,Southern Marquesan reed warbler,Carnivore,Bird,1663
8480,Southern martin,Carnivore,Bird,1396
8481,Southern masked weaver,Herbivore,Bird,4595
8482,Southern nightingale-wren,Carnivore,Bird,7140
8483,Southern pied babbler,Carnivore,Bird,13463
8484,Southern pochard,Herbivore,Bird,6047
8485,Southern red bishop,Omnivore,Bird,8023
8486,Southern rockhopper penguin,Carnivore,Bird,22568
8487,Southern rough-winged swallow,Carnivore,Bird,5273
8488,Southern royal albatross,Carnivore,Bird,16695
8489,Southern screamer,Herbivore,Bird,6656
8490,Southern scrub flycatcher,Carnivore,Bird,1234
8491,Southern scrub robin,Carnivore,Bird,2185
8492,Southern shrikebill,Carnivore,Bird,1684
8493,Southern silvery kingfisher,Carnivore,Bird,4271
8494,Southern tchagra,Carnivore,Bird,3281
8495,Southern variable pitohui,Omnivore,Bird,2687
8496,Southern white-crowned shrike,Carnivore,Bird,4077
8497,Southern whiteface,Carnivore,Bird,11910
8498,Southern white-faced owl,Carnivore,Bird,4651
8499,Southern white-fringed antwren,Carnivore,Bird,10659
8500,Southern yellow-billed hornbill,Carnivore,Bird,12335
8501,Souza's shrike,Carnivore,Bird,1243
8502,Spangle-cheeked tanager,Omnivore,Bird,3222
8503,Spangled coquette,Herbivore,Bird,6791
8504,Spangled cotinga,Herbivore,Bird,7108
8505,Spangled drongo,Carnivore,Bird,4457
8506,Spangled honeyeater,Herbivore,Bird,1190
8507,Spangled kookaburra,Carnivore,Bird,2517
8508,Spanish imperial eagle,Carnivore,Bird,20539
8509,Spanish sparrow,Herbivore,Bird,31366
8510,Sparkling violetear,Herbivore,Bird,8769
8511,Sparkling-tailed woodstar,Herbivore,Bird,6384
8512,Speckle-breasted antpitta,Carnivore,Bird,1406
8513,Speckle-breasted woodpecker,Carnivore,Bird,1300
8514,Speckle-breasted wren,Carnivore,Bird,8688
8515,Speckle-chested piculet,Carnivore,Bird,5536
8516,Speckled antshrike,Carnivore,Bird,1478
8517,Speckled boobook,Carnivore,Bird,1827
8518,Speckled chachalaca,Herbivore,Bird,7859
8519,Speckled hummingbird,Herbivore,Bird,9269
8520,Speckled mourner,Carnivore,Bird,4905
8521,Speckled mousebird,Herbivore,Bird,9277
8522,Speckled piculet,Carnivore,Bird,3440
8523,Speckled pigeon,Herbivore,Bird,5508
8524,Speckled rail,Herbivore,Bird,5521
8525,Speckled reed warbler,Carnivore,Bird,3998
8526,Speckled spinetail,Carnivore,Bird,9308
8527,Speckled tanager,Herbivore,Bird,4452
8528,Speckled tinkerbird,Omnivore,Bird,1954
8529,Speckled warbler,Carnivore,Bird,11043
8530,Speckled wood pigeon,Herbivore,Bird,1858
8531,Speckle-fronted weaver,Herbivore,Bird,1411
8532,Speckle-throated woodpecker,Carnivore,Bird,5556
8533,Spectacled barwing,Carnivore,Bird,1423
8534,Spectacled bristle tyrant,Carnivore,Bird,1346
8535,Spectacled eider,Carnivore,Bird,6822
8536,Spectacled finch,Herbivore,Bird,1828
8537,Spectacled flowerpecker,Omnivore,Bird,8896
8538,Spectacled fulvetta,Carnivore,Bird,1767
8539,Spectacled guillemot,Carnivore,Bird,1945
8540,Spectacled imperial pigeon,Herbivore,Bird,3438
8541,Spectacled monarch,Carnivore,Bird,3480
8542,Spectacled owl,Carnivore,Bird,19538
8543,Spectacled parrotbill,Omnivore,Bird,1401
8544,Spectacled parrotlet,Herbivore,Bird,12991
8545,Spectacled petrel,Carnivore,Bird,12367
8546,Spectacled prickletail,Carnivore,Bird,8443
8547,Spectacled spiderhunter,Omnivore,Bird,1700
8548,Spectacled tern,Carnivore,Bird,3281
8549,Spectacled tetraka,Carnivore,Bird,1105
8550,Spectacled thrush,Omnivore,Bird,3772
8551,Spectacled tyrannulet,Omnivore,Bird,2919
8552,Spectacled tyrant,Carnivore,Bird,7332
8553,Spectacled warbler,Carnivore,Bird,4927
8554,Spectacled weaver,Carnivore,Bird,2276
8555,Spectacled whitestart,Carnivore,Bird,5243
8556,Speke's weaver,Herbivore,Bird,3920
8557,Spice imperial pigeon,Herbivore,Bird,5102
8558,Spike-heeled lark,Carnivore,Bird,4914
8559,Spillmann's tapaculo,Carnivore,Bird,4511
8560,Spinifex pigeon,Herbivore,Bird,18315
8561,Spinifexbird,Carnivore,Bird,2145
8562,Spiny babbler,Carnivore,Bird,2951
8563,Spiny-cheeked honeyeater,Omnivore,Bird,14450
8564,Spix's guan,Herbivore,Bird,5504
8565,Spix's macaw,Herbivore,Bird,65880
8566,Spix's spinetail,Carnivore,Bird,1988
8567,Spix's warbling antbird,Carnivore,Bird,4159
8568,Spix's woodcreeper,Carnivore,Bird,7327
8569,Splendid astrapia,Herbivore,Bird,7328
8570,Splendid fairywren,Carnivore,Bird,30346
8571,Splendid starling,Omnivore,Bird,2297
8572,Splendid sunbird,Herbivore,Bird,2075
8573,Spoon-billed sandpiper,Carnivore,Bird,15628
8574,Spot-backed antbird,Carnivore,Bird,5774
8575,Spot-backed antshrike,Carnivore,Bird,3825
8576,Spot-backed antwren,Carnivore,Bird,1836
8577,Spot-bellied bobwhite,Herbivore,Bird,3425
8578,Spot-bellied eagle-owl,Carnivore,Bird,23349
8579,Spot-billed ground tyrant,Carnivore,Bird,1256
8580,Spot-billed pelican,Carnivore,Bird,19760
8581,Spot-billed toucanet,Herbivore,Bird,6594
8582,Spot-breasted antvireo,Carnivore,Bird,3483
8583,Spot-breasted heleia,Omnivore,Bird,1133
8584,Spot-breasted ibis,Carnivore,Bird,8483
8585,Spot-breasted lapwing,Carnivore,Bird,1664
8586,Spot-breasted laughingthrush,Carnivore,Bird,1616
8587,Spot-breasted oriole,Omnivore,Bird,4292
8588,Spot-breasted parrotbill,Omnivore,Bird,1684
8589,Spot-breasted scimitar babbler,Carnivore,Bird,2224
8590,Spot-breasted thornbird,Carnivore,Bird,5889
8591,Spot-breasted woodpecker,Carnivore,Bird,12326
8592,Spot-breasted wren,Carnivore,Bird,7444
8593,Spot-crowned antvireo,Carnivore,Bird,1492
8594,Spot-crowned barbet,Herbivore,Bird,4729
8595,Spot-crowned euphonia,Herbivore,Bird,1245
8596,Spot-crowned woodcreeper,Carnivore,Bird,12663
8597,Spot-flanked barbet,Herbivore,Bird,1362
8598,Spot-flanked gallinule,Omnivore,Bird,12610
8599,Spot-fronted swift,Carnivore,Bird,4940
8600,Spotless crake,Omnivore,Bird,15427
8601,Spotless starling,Omnivore,Bird,6183
8602,Spot-necked babbler,Carnivore,Bird,1521
8603,Spot-necked bulbul,Herbivore,Bird,1797
8604,Spot-tailed antwren,Carnivore,Bird,1342
8605,Spot-tailed nightjar,Carnivore,Bird,6207
8606,Spot-tailed sparrowhawk,Carnivore,Bird,1353
8607,Spotted antbird,Carnivore,Bird,5197
8608,Spotted antpitta,Carnivore,Bird,1270
8609,Spotted bamboowren,Carnivore,Bird,5414
8610,Spotted barbtail,Carnivore,Bird,8132
8611,Spotted berrypecker,Omnivore,Bird,1597
8612,Spotted bowerbird,Herbivore,Bird,17187
8613,Spotted bush warbler,Carnivore,Bird,1644
8614,Spotted buttonquail,Omnivore,Bird,1035
8615,Spotted crake,Omnivore,Bird,4680
8616,Spotted crocias,Carnivore,Bird,2700
8617,Spotted dove,Herbivore,Bird,23203
8618,Spotted eagle-owl,Carnivore,Bird,11852
8619,Spotted elachura,Carnivore,Bird,3762
8620,Spotted fantail,Carnivore,Bird,1061
8621,Spotted flycatcher,Carnivore,Bird,12346
8622,Spotted forktail,Carnivore,Bird,2219
8623,Spotted greenbul,Omnivore,Bird,2360
8624,Spotted ground thrush,Omnivore,Bird,2493
8625,Spotted harrier,Carnivore,Bird,8270
8626,Spotted honeyeater,Carnivore,Bird,5382
8627,Spotted honeyguide,Carnivore,Bird,1308
8628,Spotted imperial pigeon,Herbivore,Bird,8098
8629,Spotted jewel-babbler,Carnivore,Bird,1161
8630,Spotted kestrel,Carnivore,Bird,11597
8631,Spotted laughingthrush,Omnivore,Bird,3258
8632,Spotted nightjar,Carnivore,Bird,11864
8633,Spotted nothura,Herbivore,Bird,9563
8634,Spotted nutcracker,Omnivore,Bird,12809
8635,Spotted owl,Carnivore,Bird,24174
8636,Spotted owlet,Carnivore,Bird,19890
8637,Spotted palm thrush,Carnivore,Bird,1484
8638,Spotted pardalote,Omnivore,Bird,14717
8639,Spotted piculet,Carnivore,Bird,5089
8640,Spotted puffbird,Carnivore,Bird,10823
8641,Spotted quail-thrush,Carnivore,Bird,1324
8642,Spotted rail,Carnivore,Bird,10064
8643,Spotted redshank,Carnivore,Bird,7747
8644,Spotted sandgrouse,Herbivore,Bird,11987
8645,Spotted sandpiper,Carnivore,Bird,14313
8646,Spotted shag,Carnivore,Bird,16207
8647,Spotted tanager,Herbivore,Bird,5451
8648,Spotted thick-knee,Carnivore,Bird,5241
8649,Spotted thrush-babbler,Carnivore,Bird,1421
8650,Spotted tody-flycatcher,Carnivore,Bird,2823
8651,Spotted towhee,Omnivore,Bird,17205
8652,Spotted whistling duck,Omnivore,Bird,12597
8653,Spotted wood kingfisher,Carnivore,Bird,4669
8654,Spotted wood owl,Carnivore,Bird,4303
8655,Spotted wood quail,Herbivore,Bird,2985
8656,Spotted woodcreeper,Carnivore,Bird,13065
8657,Spotted wren,Carnivore,Bird,4507
8658,Spot-throat,Omnivore,Bird,1668
8659,Spot-throated babbler,Carnivore,Bird,1630
8660,Spot-throated flameback,Carnivore,Bird,3796
8661,Spot-throated hummingbird,Herbivore,Bird,7883
8662,Spot-throated woodcreeper,Carnivore,Bird,8091
8663,Spot-winged antbird,Carnivore,Bird,4202
8664,Spot-winged antshrike,Carnivore,Bird,2852
8665,Spot-winged falconet,Carnivore,Bird,7880
8666,Spot-winged grosbeak,Herbivore,Bird,2723
8667,Spot-winged monarch,Carnivore,Bird,1865
8668,Spot-winged parrotlet,Herbivore,Bird,5243
8669,Spot-winged pigeon,Herbivore,Bird,7939
8670,Spot-winged rosefinch,Herbivore,Bird,1814
8671,Spot-winged starling,Herbivore,Bird,1696
8672,Spot-winged thrush,Carnivore,Bird,2720
8673,Spot-winged wood quail,Herbivore,Bird,5049
8674,Sprague's pipit,Carnivore,Bird,13291
8675,Spruce grouse,Herbivore,Bird,22524
8676,Spur-winged goose,Herbivore,Bird,11035
8677,Spur-winged lapwing,Carnivore,Bird,7297
