,Species1,Family1,Order1,Mass,Wing.Length,Habitat,Habitat.Density,Trophic.Level,Primary.Lifestyle,Centroid.Latitude,Centroid.Longitude,Animals
8680,Zoothera dauma,Turdidae,Passeriformes,134.1,135.8,Forest,1,Carnivore,Generalist,25.36,95.6,Scaly thrush
8681,Zoothera dixoni,Turdidae,Passeriformes,90.0,134.6,Forest,1,Carnivore,Terrestrial,27.47,97.95,Long-tailed thrush
8682,Zoothera everetti,Turdidae,Passeriformes,81.9,109.0,Forest,1,Carnivore,Terrestrial,5.0,115.94,Everett's thrush
8683,Zoothera griseiceps,Turdidae,Passeriformes,98.2,138.4,Shrubland,2,Omnivore,Terrestrial,30.2,101.79,Sichuan thrush
8684,Zoothera heinei,Turdidae,Passeriformes,82.8,121.6,Forest,2,Carnivore,Terrestrial,-18.6,148.46,Russet-tailed thrush
8685,Zoothera lunulata,Turdidae,Passeriformes,130.0,133.3,Forest,1,Carnivore,Terrestrial,-34.12,147.06,Bassian thrush
8686,Zoothera machiki,Turdidae,Passeriformes,81.9,113.0,Forest,2,Carnivore,Terrestrial,-7.54,131.45,Fawn-breasted thrush
8687,Zoothera major,Turdidae,Passeriformes,172.0,160.1,Forest,1,Carnivore,Generalist,28.31,129.43,Amami thrush
8688,Zoothera margaretae,Turdidae,Passeriformes,65.3,89.5,Forest,1,Carnivore,Terrestrial,-10.64,161.93,Makira thrush
8689,Zoothera marginata,Turdidae,Passeriformes,81.0,120.8,Forest,1,Carnivore,Terrestrial,21.61,98.94,Dark-sided thrush
8690,Zoothera mollissima,Turdidae,Passeriformes,98.2,138.4,Shrubland,2,Omnivore,Terrestrial,29.59,92.85,Alpine thrush
8691,Zoothera monticola,Turdidae,Passeriformes,126.0,135.2,Forest,1,Carnivore,Terrestrial,26.9,88.92,Long-billed thrush
8692,Zoothera salimalii,Turdidae,Passeriformes,98.2,138.4,Shrubland,2,Omnivore,Terrestrial,27.74,90.72,Himalayan thrush
8693,Zoothera talaseae,Turdidae,Passeriformes,65.3,103.5,Forest,1,Carnivore,Generalist,-5.8,149.57,Black-backed thrush
8694,Zoothera turipavae,Turdidae,Passeriformes,65.3,89.5,Forest,1,Carnivore,Terrestrial,-9.71,160.09,Guadalcanal thrush
8695,Agriornis albicauda,Tyrannidae,Passeriformes,53.0,141.3,Shrubland,3,Carnivore,Insessorial,-15.22,-71.16,White-tailed shrike-tyrant
8696,Agriornis lividus,Tyrannidae,Passeriformes,99.1,127.7,Shrubland,2,Carnivore,Insessorial,-43.55,-72.22,Great shrike-tyrant
8697,Agriornis micropterus,Tyrannidae,Passeriformes,67.8,118.9,Shrubland,2,Carnivore,Insessorial,-33.46,-67.47,Grey-bellied shrike-tyrant
8698,Agriornis montanus,Tyrannidae,Passeriformes,63.3,131.3,Shrubland,3,Carnivore,Insessorial,-30.52,-68.63,Black-billed shrike-tyrant
8699,Agriornis murinus,Tyrannidae,Passeriformes,29.9,97.0,Shrubland,3,Carnivore,Insessorial,-39.0,-67.07,Lesser shrike-tyrant
8700,Alectrurus risora,Tyrannidae,Passeriformes,21.0,73.0,Grassland,3,Carnivore,Insessorial,-26.39,-56.9,Strange-tailed tyrant
8701,Alectrurus tricolor,Tyrannidae,Passeriformes,16.0,67.6,Grassland,3,Carnivore,Insessorial,-19.09,-52.45,Cock-tailed tyrant
8702,Anairetes alpinus,Tyrannidae,Passeriformes,9.0,63.5,Forest,3,Carnivore,Insessorial,-10.7,-75.83,Ash-breasted tit-tyrant
8703,Anairetes fernandezianus,Tyrannidae,Passeriformes,6.9,55.9,Forest,2,Carnivore,Insessorial,-33.63,-78.87,Juan Fernández tit-tyrant
8704,Anairetes flavirostris,Tyrannidae,Passeriformes,6.0,48.0,Shrubland,2,Carnivore,Insessorial,-28.25,-67.68,Yellow-billed tit-tyrant
8705,Anairetes nigrocristatus,Tyrannidae,Passeriformes,9.2,57.8,Shrubland,2,Carnivore,Insessorial,-7.72,-77.86,Black-crested tit-tyrant
8706,Anairetes parulus,Tyrannidae,Passeriformes,6.2,49.1,Shrubland,2,Carnivore,Insessorial,-35.59,-69.2,Tufted tit-tyrant
8707,Anairetes reguloides,Tyrannidae,Passeriformes,5.9,52.4,Shrubland,2,Carnivore,Insessorial,-13.71,-75.03,Pied-crested tit-tyrant
8708,Aphanotriccus audax,Tyrannidae,Passeriformes,11.2,54.6,Forest,2,Carnivore,Insessorial,8.48,-75.3,Black-billed flycatcher
8709,Aphanotriccus capitalis,Tyrannidae,Passeriformes,11.8,58.7,Forest,2,Carnivore,Insessorial,10.5,-84.29,Tawny-chested flycatcher
8710,Arundinicola leucocephala,Tyrannidae,Passeriformes,13.8,60.1,Wetland,3,Carnivore,Insessorial,-8.67,-54.62,White-headed marsh tyrant
8711,Atalotriccus pilaris,Tyrannidae,Passeriformes,6.8,41.2,Woodland,2,Carnivore,Insessorial,7.68,-69.45,Pale-eyed pygmy tyrant
8712,Attila bolivianus,Tyrannidae,Passeriformes,39.5,94.6,Forest,2,Carnivore,Insessorial,-8.82,-64.24,White-eyed attila
8713,Attila cinnamomeus,Tyrannidae,Passeriformes,38.8,87.2,Forest,3,Carnivore,Insessorial,-2.18,-63.29,Cinnamon attila
8714,Attila citriniventris,Tyrannidae,Passeriformes,33.7,78.2,Forest,1,Carnivore,Insessorial,-2.46,-70.01,Citron-bellied attila
8715,Attila phoenicurus,Tyrannidae,Passeriformes,32.3,92.2,Forest,1,Carnivore,Insessorial,-25.99,-51.1,Rufous-tailed attila
8716,Attila rufus,Tyrannidae,Passeriformes,42.6,92.0,Forest,1,Carnivore,Insessorial,-21.55,-43.86,Grey-hooded attila
8717,Attila spadiceus,Tyrannidae,Passeriformes,39.1,85.6,Forest,1,Carnivore,Insessorial,-1.44,-65.43,Bright-rumped attila
8718,Attila torridus,Tyrannidae,Passeriformes,46.0,93.5,Forest,1,Omnivore,Insessorial,-1.67,-79.65,Ochraceous attila
8719,Calyptura cristata,Tyrannidae,Passeriformes,7.8,47.9,,1,Omnivore,Insessorial,-22.48,-43.0,Kinglet calyptura
8720,Camptostoma imberbe,Tyrannidae,Passeriformes,7.4,49.4,Forest,2,Carnivore,Insessorial,20.03,-97.6,Northern beardless tyrannulet
8721,Camptostoma obsoletum,Tyrannidae,Passeriformes,8.1,52.3,Shrubland,2,Carnivore,Insessorial,-9.88,-58.73,Southern beardless tyrannulet
8722,Capsiempis flaveola,Tyrannidae,Passeriformes,7.7,49.0,Forest,1,Carnivore,Insessorial,-5.98,-57.99,Yellow tyrannulet
8723,Casiornis fuscus,Tyrannidae,Passeriformes,19.5,75.6,Woodland,2,Carnivore,Insessorial,-7.54,-44.78,Ash-throated casiornis
8724,Casiornis rufus,Tyrannidae,Passeriformes,24.8,84.9,Woodland,2,Carnivore,Insessorial,-19.76,-55.86,Rufous casiornis
8725,Cnemarchus erythropygius,Tyrannidae,Passeriformes,41.0,142.7,Shrubland,3,Carnivore,Insessorial,-8.84,-74.29,Red-rumped bush tyrant
8726,Cnemotriccus fuscatus,Tyrannidae,Passeriformes,13.6,66.7,Forest,2,Carnivore,Insessorial,-8.42,-57.2,Fuscous flycatcher
8727,Cnipodectes subbrunneus,Tyrannidae,Passeriformes,23.2,85.4,Forest,1,Carnivore,Insessorial,-3.33,-70.79,Brownish twistwing
8728,Cnipodectes superrufus,Tyrannidae,Passeriformes,32.3,116.7,Forest,1,Carnivore,Insessorial,-10.69,-69.09,Rufous twistwing
8729,Colonia colonus,Tyrannidae,Passeriformes,18.3,80.8,Forest,1,Carnivore,Insessorial,-11.66,-55.67,Long-tailed tyrant
8730,Colorhamphus parvirostris,Tyrannidae,Passeriformes,10.6,61.3,Forest,1,Carnivore,Insessorial,-46.82,-72.23,Patagonian tyrant
8731,Conopias albovittatus,Tyrannidae,Passeriformes,24.4,81.7,Forest,1,Carnivore,Insessorial,8.41,-80.62,White-ringed flycatcher
8732,Conopias cinchoneti,Tyrannidae,Passeriformes,25.0,83.4,Forest,1,Omnivore,Insessorial,-3.38,-76.03,Lemon-browed flycatcher
8733,Conopias parvus,Tyrannidae,Passeriformes,21.0,81.1,Forest,1,Carnivore,Insessorial,-1.4,-64.0,Yellow-throated flycatcher
8734,Conopias trivirgatus,Tyrannidae,Passeriformes,21.0,65.0,Forest,1,Carnivore,Insessorial,-14.66,-55.76,Three-striped flycatcher
8735,Contopus albogularis,Tyrannidae,Passeriformes,9.6,61.2,Forest,2,Carnivore,Insessorial,3.36,-53.4,White-throated pewee
8736,Contopus bogotensis,Tyrannidae,Passeriformes,11.6,70.8,Forest,2,Carnivore,Insessorial,9.71,-73.49,Northern tropical pewee
8737,Contopus caribaeus,Tyrannidae,Passeriformes,10.5,72.5,Forest,2,Carnivore,Insessorial,21.88,-78.92,Cuban pewee
8738,Contopus cinereus,Tyrannidae,Passeriformes,11.6,70.3,Forest,2,Carnivore,Insessorial,-17.15,-49.33,Southern tropical pewee
8739,Contopus cooperi,Tyrannidae,Passeriformes,32.1,104.7,Forest,1,Carnivore,Insessorial,51.88,-110.87,Olive-sided flycatcher
8740,Contopus fumigatus,Tyrannidae,Passeriformes,19.9,92.6,Forest,1,Carnivore,Insessorial,-3.57,-70.82,Smoke-colored pewee
8741,Contopus hispaniolensis,Tyrannidae,Passeriformes,11.7,74.4,Forest,2,Carnivore,Insessorial,18.91,-71.28,Hispaniolan pewee
8742,Contopus latirostris,Tyrannidae,Passeriformes,11.2,69.1,Forest,1,Carnivore,Insessorial,17.31,-64.87,Lesser Antillean pewee
8743,Contopus lugubris,Tyrannidae,Passeriformes,21.5,91.6,Forest,1,Carnivore,Insessorial,9.51,-83.4,Dark pewee
8744,Contopus nigrescens,Tyrannidae,Passeriformes,9.5,66.8,Forest,1,Carnivore,Insessorial,-5.02,-58.95,Blackish pewee
8745,Contopus ochraceus,Tyrannidae,Passeriformes,23.0,90.0,Forest,1,Carnivore,Insessorial,9.4,-83.32,Ochraceous pewee
8746,Contopus pallidus,Tyrannidae,Passeriformes,9.3,69.8,Forest,1,Carnivore,Insessorial,18.16,-77.31,Jamaican pewee
8747,Contopus pertinax,Tyrannidae,Passeriformes,27.2,108.3,Forest,2,Carnivore,Insessorial,22.94,-101.76,Greater pewee
8748,Contopus punensis,Tyrannidae,Passeriformes,12.3,68.9,Forest,2,Carnivore,Insessorial,-6.31,-78.44,Tumbes pewee
8749,Contopus sordidulus,Tyrannidae,Passeriformes,13.1,82.6,Forest,1,Carnivore,Insessorial,45.91,-116.12,Western wood pewee
8750,Contopus virens,Tyrannidae,Passeriformes,13.9,81.0,Forest,1,Carnivore,Insessorial,40.17,-86.94,Eastern wood pewee
8751,Corythopis delalandi,Tyrannidae,Passeriformes,15.0,64.4,Forest,1,Carnivore,Terrestrial,-19.35,-51.03,Southern antpipit
8752,Corythopis torquatus,Tyrannidae,Passeriformes,14.3,66.3,Forest,1,Carnivore,Terrestrial,-3.71,-62.5,Ringed antpipit
8753,Culicivora caudacuta,Tyrannidae,Passeriformes,6.1,41.1,Grassland,3,Carnivore,Insessorial,-19.44,-53.28,Sharp-tailed grass tyrant
8754,Deltarhynchus flammulatus,Tyrannidae,Passeriformes,17.2,75.5,Forest,2,Carnivore,Insessorial,19.57,-102.65,Flammulated flycatcher
8755,Elaenia albiceps,Tyrannidae,Passeriformes,15.5,74.5,Forest,2,Omnivore,Insessorial,-30.68,-71.29,White-crested elaenia
8756,Elaenia brachyptera,Tyrannidae,Passeriformes,15.4,72.0,Woodland,3,Omnivore,Insessorial,-0.85,-77.91,Coopmans's elaenia
8757,Elaenia cherriei,Tyrannidae,Passeriformes,14.4,67.1,Forest,1,Omnivore,Insessorial,18.73,-71.45,Elaenia
8758,Elaenia chiriquensis,Tyrannidae,Passeriformes,15.4,72.4,Shrubland,3,Omnivore,Insessorial,-6.64,-56.58,Lesser elaenia
8759,Elaenia cristata,Tyrannidae,Passeriformes,18.2,66.2,Shrubland,3,Carnivore,Insessorial,-5.98,-51.25,Plain-crested elaenia
8760,Elaenia dayi,Tyrannidae,Passeriformes,34.5,97.2,Forest,2,Carnivore,Insessorial,4.97,-63.07,Great elaenia
8761,Elaenia fallax,Tyrannidae,Passeriformes,14.4,67.9,Forest,1,Omnivore,Insessorial,18.16,-77.37,Greater Antillean elaenia
8762,Elaenia flavogaster,Tyrannidae,Passeriformes,24.8,77.4,Woodland,3,Omnivore,Insessorial,-6.86,-58.37,Yellow-bellied elaenia
8763,Elaenia frantzii,Tyrannidae,Passeriformes,19.6,74.6,Forest,3,Herbivore,Insessorial,8.08,-77.18,Mountain elaenia
8764,Elaenia gigas,Tyrannidae,Passeriformes,31.0,89.5,Shrubland,1,Omnivore,Insessorial,-7.42,-74.35,Mottle-backed elaenia
8765,Elaenia martinica,Tyrannidae,Passeriformes,20.8,78.0,Forest,2,Omnivore,Insessorial,17.8,-73.04,Caribbean elaenia
8766,Elaenia mesoleuca,Tyrannidae,Passeriformes,17.6,80.0,Forest,1,Omnivore,Insessorial,-22.62,-49.5,Olivaceous elaenia
8767,Elaenia obscura,Tyrannidae,Passeriformes,23.9,84.7,Forest,1,Omnivore,Insessorial,-12.36,-72.61,Highland elaenia
8768,Elaenia olivina,Tyrannidae,Passeriformes,17.8,73.8,Forest,2,Omnivore,Insessorial,4.73,-63.73,Tepui elaenia
8769,Elaenia pallatangae,Tyrannidae,Passeriformes,17.8,73.8,Forest,2,Omnivore,Insessorial,-6.6,-75.32,Sierran elaenia
8770,Elaenia parvirostris,Tyrannidae,Passeriformes,13.8,69.4,Forest,2,Carnivore,Insessorial,-27.33,-58.66,Small-billed elaenia
8771,Elaenia pelzelni,Tyrannidae,Passeriformes,27.3,88.3,Forest,1,Omnivore,Insessorial,-4.52,-62.85,Brownish elaenia
8772,Elaenia ridleyana,Tyrannidae,Passeriformes,33.0,83.6,Woodland,2,Carnivore,Insessorial,-3.86,-32.43,Noronha elaenia
8773,Elaenia ruficeps,Tyrannidae,Passeriformes,18.7,66.0,Shrubland,2,Carnivore,Insessorial,3.63,-65.98,Rufous-crowned elaenia
8774,Elaenia sordida,Tyrannidae,Passeriformes,23.9,86.7,Forest,1,Omnivore,Insessorial,-22.24,-49.29,Small-headed elaenia
8775,Elaenia spectabilis,Tyrannidae,Passeriformes,27.3,81.7,Shrubland,1,Omnivore,Insessorial,-18.57,-52.85,Large elaenia
